,id,resolution,release_year,interaction_type,-log(kd/ki),binding_type,binding_affinity
4305,2pja,1.7,2008,protein-ligand,,ic50,19.93480847658214
4306,2rg6,1.72,2008,protein-ligand,,ic50,19.93480847658214
4307,3cjo,2.28,2008,protein-ligand,,ic50,19.93480847658214
4308,3dt1,2.8,2008,protein-ligand,,ic50,19.847797099592512
4309,2qnx,2.7,2008,protein-ligand,,ic50,12.940041820610373
4310,3bqn,1.8,2008,protein-ligand,,ic50,19.806975105072254
4311,3cbp,1.42,2008,protein-ligand,,ic50,12.89921982609012
4312,2z52,2.13,2008,protein-ligand,,ic50,12.825969364350527
4313,2zlg,2.52,2008,protein-ligand,,ic50,12.859999112936837
4314,2ria,1.8,2008,protein-ligand,,ic50,5.914503505971854
4315,2qo1,2.6,2008,protein-ligand,,ic50,12.822258784953991
4316,3daj,2.0,2008,protein-ligand,,ic50,12.750799820971846
4317,3f07,3.3,2008,protein-ligand,,ic50,12.750799820971846
4318,3bwf,2.35,2008,protein-ligand,,ic50,15.424948470398375
4319,2e9o,2.1,2008,protein-ligand,,ic50,17.72753356339242
4320,2piy,1.43,2008,protein-ligand,,ic50,17.72753356339242
4321,3chq,2.09,2008,protein-ligand,,ic50,17.72753356339242
4322,2r3h,1.5,2008,protein-ligand,,ic50,10.819778284410283
4323,3c7q,2.1,2008,protein-ligand,,ic50,17.678743399222988
4324,3c72,2.3,2008,protein-ligand,,ic50,10.693145633476917
4325,2zm1,2.1,2008,protein-ligand,,ic50,15.32963829059405
4326,3eio,2.0,2008,protein-ligand,,ic50,15.316094065486292
4327,2pre,2.7,2008,protein-ligand,,ic50,15.307165434741991
4328,3d14,1.9,2008,protein-ligand,,ic50,17.632223383588094
4329,2qlq,2.33,2008,protein-ligand,,ic50,15.2594340319208
4330,3eyl,3.0,2008,protein-ligand,,ic50,15.201804919084164
4331,2zp0,2.7,2008,protein-ligand,,ic50,17.50439001207821
4332,3el8,2.3,2008,protein-ligand,,ic50,17.50439001207821
4333,3cpb,2.7,2008,protein-ligand,,ic50,10.596634733096073
4334,2v13,2.8,2008,protein-ligand,,ic50,17.46516929892493
4335,3cgf,3.0,2008,protein-ligand,,ic50,15.124843877948036
4336,3cm7,3.1,2008,protein-ligand,,ic50,15.124843877948036
4337,2qzk,1.8,2008,protein-ligand,,ic50,17.42742897094208
4338,3dek,2.4,2008,protein-ligand,,ic50,17.42742897094208
4339,3cho,1.8,2008,protein-ligand,,ic50,15.088476233777161
4340,2qn2,2.7,2008,protein-ligand,,ic50,10.48330604778907
4341,2ow6,1.19,2008,protein-ligand,,ic50,6.214608098422191
4342,2vnn,1.87,2008,protein-ligand,,ic50,20.030118656386467
4343,2w17,2.15,2008,protein-ligand,,ic50,20.030118656386467
4344,3be2,1.75,2008,protein-ligand,,ic50,20.030118656386467
4345,3cn0,1.52,2008,protein-ligand,,ic50,12.69058096097879
4346,2rg5,2.4,2008,protein-ligand,,ic50,19.591863725455312
4347,2qyk,2.1,2008,protein-ligand,,ic50,12.621588089491839
4348,3bhb,2.2,2008,protein-ligand,,ic50,19.499490405324295
4349,3bx5,2.4,2008,protein-ligand,,ic50,19.470502868451042
4350,2rf2,2.4,2008,protein-ligand,,ic50,19.442331991484348
4351,2qu2,2.6,2008,protein-ligand,,ic50,12.507177738314095
4352,2qnz,2.3,2008,protein-ligand,,ic50,12.480509491231935
4353,2vts,1.9,2008,protein-ligand,,ic50,17.322068455284256
4354,2zmj,2.35,2008,protein-ligand,,ic50,17.322068455284256
4355,3e01,2.95,2008,protein-ligand,,ic50,17.322068455284256
4356,2vl8,2.31,2008,protein-ligand,,ic50,10.41431317630212
4357,3ccb,2.49,2008,protein-ligand,,ic50,10.41431317630212
4358,2zlf,2.59,2008,protein-ligand,,ic50,10.381523353479128
4359,3d4l,2.0,2008,protein-ligand,,ic50,17.257529934146685
4360,2vie,1.9,2008,protein-ligand,,ic50,17.22675827547993
4361,3bsc,2.65,2008,protein-ligand,,ic50,10.319002996497794
4362,2pt9,2.2,2008,protein-ligand,,ic50,10.26016249647486
4363,2vqj,2.1,2008,protein-ligand,,ic50,14.81790398889184
4364,3dm6,2.6,2008,protein-ligand,,ic50,17.11234792430219
4365,3bgm,1.6,2008,protein-ligand,,ic50,17.072607595652673
4366,2ow3,2.8,2008,protein-ligand,,ic50,19.624653548278303
4367,2qmf,1.75,2008,protein-ligand,,ic50,19.624653548278303
4368,2vaq,3.01,2008,protein-ligand,,ic50,19.624653548278303
4369,2vnm,1.79,2008,protein-ligand,,ic50,19.624653548278303
4370,2vtp,2.15,2008,protein-ligand,,ic50,19.624653548278303
4371,3cic,1.75,2008,protein-ligand,,ic50,19.624653548278303
4372,3dcv,2.7,2008,protein-ligand,,ic50,19.624653548278303
4373,3dya,2.3,2008,protein-ligand,,ic50,19.624653548278303
4374,3cgo,3.0,2008,protein-ligand,,ic50,12.716898269296165
4375,2v22,2.6,2008,protein-ligand,,ic50,12.404523584254012
4376,3chf,1.95,2008,protein-ligand,,ic50,12.356895535264757
4377,2qaf,1.95,2008,protein-ligand,,ic50,12.333906017040059
4378,3bgl,2.23,2008,protein-ligand,,ic50,19.219188440170136
4379,2qve,2.0,2008,protein-ligand,,ic50,5.339139361068292
4380,3eql,2.7,2008,protein-ligand,,ic50,12.208074648200848
4381,3e62,1.92,2008,protein-ligand,,ic50,10.104380494915517
4382,2vj7,1.6,2008,protein-ligand,,ic50,17.034386382832476
4383,3ctq,1.95,2008,protein-ligand,,ic50,17.034386382832476
4384,3ddu,1.56,2008,protein-ligand,,ic50,17.034386382832476
4385,3dei,2.8,2008,protein-ligand,,ic50,17.034386382832476
4386,2vio,1.8,2008,protein-ligand,,ic50,10.126631103850338
4387,2ei6,2.3,2008,protein-ligand,,ic50,17.0096937702421
4388,3cqw,2.0,2008,protein-ligand,,ic50,16.985596218663044
4389,3dbd,3.05,2008,protein-ligand,,ic50,16.985596218663044
4390,2vtt,1.68,2008,protein-ligand,,ic50,16.93907620302815
4391,2vrx,1.86,2008,protein-ligand,,ic50,16.916603347176093
4392,2ea4,2.35,2008,protein-ligand,,ic50,16.894624440457317
4393,2vu3,1.85,2008,protein-ligand,,ic50,16.87311823523635
4394,2pj6,1.6,2008,protein-ligand,,ic50,16.831445538835784
4395,2rl5,2.65,2008,protein-ligand,,ic50,19.33697147582652
4396,3bl7,2.31,2008,protein-ligand,,ic50,19.33697147582652
4397,3efw,2.29,2008,protein-ligand,,ic50,19.33697147582652
4398,3ekn,2.2,2008,protein-ligand,,ic50,19.33697147582652
4399,2rku,1.95,2008,protein-ligand,,ic50,19.11382792451231
4400,3che,2.05,2008,protein-ligand,,ic50,12.186270018233994
4401,2vip,1.72,2008,protein-ligand,,ic50,12.166851932376892
4402,2rjs,2.4,2008,protein-ligand,,ic50,5.240048458424061
4403,2qq7,2.38,2008,protein-ligand,,ic50,12.073291534296356
4404,2vvt,1.65,2008,protein-ligand,,ic50,12.0576526404119
4405,2r3f,1.5,2008,protein-ligand,,ic50,14.508657738524219
4406,2vgo,1.7,2008,protein-ligand,,ic50,14.508657738524219
4407,3ch9,2.2,2008,protein-ligand,,ic50,7.600902459542082
4408,2viv,1.72,2008,protein-ligand,,ic50,14.469437025370938
4409,3chp,2.1,2008,protein-ligand,,ic50,12.129111604394046
4410,3d27,2.2,2008,protein-ligand,,ic50,9.795530411031036
4411,3cj3,1.87,2008,protein-ligand,,ic50,9.772459290129724
4412,2qmd,1.65,2008,protein-ligand,,ic50,19.11382792451231
4413,3bc5,2.27,2008,protein-ligand,,ic50,19.11382792451231
4414,3cid,1.8,2008,protein-ligand,,ic50,19.11382792451231
4415,2vj1,2.25,2008,protein-ligand,,ic50,12.206072645530174
4416,3b9s,1.8,2008,protein-ligand,,ic50,12.206072645530174
4417,3cpc,2.4,2008,protein-ligand,,ic50,12.206072645530174
4418,3elj,1.8,2008,protein-ligand,,ic50,12.206072645530174
4419,2jkk,2.0,2008,protein-ligand,,ic50,18.892285654565075
4420,2jjr,2.3,2008,protein-ligand,,ic50,18.885895856466302
4421,2e9n,2.5,2008,protein-ligand,,ic50,18.898716544895365
4422,2vvo,1.85,2008,protein-ligand,,ic50,5.06720564558465
4423,3cjf,2.15,2008,protein-ligand,,ic50,18.882716203548924
4424,3dcr,1.4,2008,protein-ligand,,ic50,18.882716203548924
4425,2pmn,2.8,2008,protein-ligand,,ic50,11.974960924566787
4426,3c5u,2.8,2008,protein-ligand,,ic50,18.866967846580785
4427,2pj3,1.64,2008,protein-ligand,,ic50,18.83619618791403
4428,3eht,3.4,2008,protein-ligand,,ic50,11.898587945782213
4429,2r3o,1.8,2008,protein-ligand,,ic50,14.326336181730264
4430,2viz,1.6,2008,protein-ligand,,ic50,14.31803737891557
4431,3cy2,2.01,2008,protein-ligand,,ic50,16.62892127472431
4432,3chr,2.2,2008,protein-ligand,,ic50,16.6123919727731
4433,2zdx,2.54,2008,protein-ligand,,ic50,7.341619861611999
4434,2rip,2.9,2008,protein-ligand,,ic50,16.548878567050775
4435,3ee2,1.91,2008,protein-ligand,,ic50,9.641123288068638
4436,2vti,2.0,2008,protein-ligand,,ic50,14.23102600192594
4437,2r4b,2.4,2008,protein-ligand,,ic50,16.533611094919987
4438,3bl9,1.8,2008,protein-ligand,,ic50,16.533611094919987
4439,3ecn,2.1,2008,protein-ligand,,ic50,7.267291455201902
4440,2qzx,2.5,2008,protein-ligand,,ic50,18.931506367718356
4441,2v16,2.8,2008,protein-ligand,,ic50,18.931506367718356
4442,3bym,2.0,2008,protein-ligand,,ic50,18.931506367718356
4443,3bki,1.87,2008,protein-ligand,,ic50,11.78736231067199
4444,2jko,1.65,2008,protein-ligand,,ic50,18.682045508086773
4445,2jkq,2.6,2008,protein-ligand,,ic50,18.682045508086773
4446,2r3n,1.63,2008,protein-ligand,,ic50,16.474770594897052
4447,2viw,2.05,2008,protein-ligand,,ic50,16.446599717930354
4448,3dbs,2.8,2008,protein-ligand,,ic50,16.4057777234101
4449,2zof,2.3,2008,protein-ligand,,ic50,18.7773556878911
4450,3byo,2.0,2008,protein-ligand,,ic50,18.7773556878911
4451,2pj0,1.65,2008,protein-ligand,,ic50,18.631401775268017
4452,3ens,2.3,2008,protein-ligand,,ic50,18.537214560208316
4453,2r3g,1.55,2008,protein-ligand,,ic50,14.038654109278484
4454,2vle,2.4,2008,protein-ligand,,ic50,16.34123920227253
4455,2qiq,1.9,2008,protein-ligand,,ic50,9.433483923290392
4456,3chc,1.9,2008,protein-ligand,,ic50,9.421061403291835
4457,2w06,2.04,2008,protein-ligand,,ic50,16.304425229149814
4458,2vtn,2.2,2008,protein-ligand,,ic50,13.978029487462049
4459,2vtd,1.94,2008,protein-ligand,,ic50,9.372859301473957
4460,2pjt,2.8,2008,protein-ligand,,ic50,13.966333447698858
4461,2vcw,1.95,2008,protein-ligand,,ic50,7.024289095238089
4462,2qk5,2.2,2008,protein-ligand,,ic50,18.643824295266576
4463,2qp8,1.5,2008,protein-ligand,,ic50,18.643824295266576
4464,2qzl,1.8,2008,protein-ligand,,ic50,18.643824295266576
4465,3ccc,2.71,2008,protein-ligand,,ic50,18.643824295266576
4466,2zdt,2.0,2008,protein-ligand,,ic50,18.46150273847262
4467,2pj1,1.64,2008,protein-ligand,,ic50,18.451139951437074
4468,2r3p,1.66,2008,protein-ligand,,ic50,13.9208710736221
4469,3ddb,1.6,2008,protein-ligand,,ic50,9.261633666363734
4470,2vqm,1.8,2008,protein-ligand,,ic50,13.837756166911594
4471,2vtl,2.0,2008,protein-ligand,,ic50,9.24079957946089
4472,2qhn,1.7,2008,protein-ligand,,ic50,13.835713265281793
4473,3db8,3.15,2008,protein-ligand,,ic50,16.12814598681182
4474,2jjk,2.0,2008,protein-ligand,,ic50,18.526041259610192
4475,2zv9,2.76,2008,protein-ligand,,ic50,18.526041259610192
4476,3cd8,2.0,2008,protein-ligand,,ic50,18.526041259610192
4477,2z8e,1.99,2008,protein-ligand,,kd,18.420680743952367
4478,2q2a,1.79,2008,protein-ligand,7.41,kd,17.059704190816763
4479,2rkn,1.6,2008,protein-ligand,,kd,16.62892127472431
4480,3e64,1.8,2008,protein-ligand,,kd,16.36655701025682
4481,2vt3,2.0,2008,protein-ligand,4.15,kd,9.567015315914915
4482,3c49,2.8,2008,protein-ligand,,kd,16.474770594897052
4483,2zmd,2.88,2008,protein-ligand,,kd,16.13829835827584
4484,3exe,1.98,2008,protein-ligand,6.96,kd,16.022785471153995
4485,3cow,1.8,2008,protein-ligand,6.9,kd,15.89495209964411
4486,3bu8,2.15,2008,protein-ligand,,kd,15.935774094164366
4487,2vpn,1.55,2008,protein-ligand,6.72,kd,15.476241764785925
4488,3bxz,3.0,2008,protein-ligand,,kd,15.476241764785925
4489,3diw,2.1,2008,protein-ligand,,kd,15.476241764785925
4490,2uyw,1.7,2008,protein-ligand,,kd,23.025850929940457
4491,3dab,1.9,2008,protein-ligand,,kd,15.376158306228943
4492,2qky,3.1,2008,protein-ligand,,kd,22.121632779300572
4493,2jgs,1.9,2008,protein-ligand,6.62,kd,15.24262691360442
4494,2vwc,2.4,2008,protein-ligand,6.62,kd,15.24262691360442
4495,2qpu,1.7,2008,protein-ligand,3.6,kd,8.294049640102028
4496,3bb1,2.8,2008,protein-ligand,,kd,8.294049640102028
4497,2p7z,2.5,2008,protein-ligand,6.58,kd,15.154921333185314
4498,2p7g,2.1,2008,protein-ligand,6.53,kd,15.029533698143712
4499,3d0b,1.74,2008,protein-ligand,6.54,kd,15.05338491396589
4500,3exf,3.0,2008,protein-ligand,,kd,15.05338491396589
4501,3c7n,3.12,2008,protein-ligand,,kd,15.424948470398375
4502,3bva,1.05,2008,protein-ligand,6.52,kd,15.01948336229021
4503,2jkt,3.4,2008,protein-ligand,,kd,14.98669353946722
4504,3cj4,2.07,2008,protein-ligand,6.51,kd,14.98669353946722
4505,2phb,2.3,2008,protein-ligand,,kd,21.862700120134775
4506,3bum,2.0,2008,protein-ligand,,kd,14.954944841152638
4507,2p3i,1.75,2008,protein-ligand,3.48,kd,8.016417903503749
4508,2q2n,1.8,2008,protein-ligand,,kd,14.924173182485886
4509,3cph,2.9,2008,protein-ligand,,kd,14.924173182485886
4510,3d2e,2.35,2008,protein-ligand,6.42,kd,14.78309458422598
4511,2jql,,2008,protein-ligand,,kd,15.01948336229021
4512,2w0p,1.9,2008,protein-ligand,,kd,15.01948336229021
4513,2q2c,2.35,2008,protein-ligand,,kd,14.683011125668997
4514,3c2o,2.3,2008,protein-ligand,3.35,kd,7.706262975199909
4515,3cj5,1.92,2008,protein-ligand,6.34,kd,14.59203934746327
4516,2zb1,2.5,2008,protein-ligand,6.32,kd,14.549479733044475
4517,2pvu,1.79,2008,protein-ligand,6.31,kd,14.528860445841739
4518,2w0s,2.92,2008,protein-ligand,,kd,7.600902459542082
4519,2jg8,2.05,2008,protein-ligand,,kd,14.508657738524219
4520,2or9,2.7,2008,protein-ligand,,kd,14.508657738524219
4521,2q89,2.3,2008,protein-ligand,6.3,kd,14.508657738524219
4522,2vrj,1.9,2008,protein-ligand,6.3,kd,14.508657738524219
4523,3ebl,1.9,2008,protein-ligand,6.3,kd,14.508657738524219
4524,2zm3,2.5,2008,protein-ligand,,kd,14.303270908799268
4525,3bun,2.0,2008,protein-ligand,,kd,14.309806879779055
4526,2qbu,2.1,2008,protein-ligand,6.19,kd,14.254015520150638
4527,3dxj,3.0,2008,protein-ligand,,kd,14.326336181730264
4528,3bti,2.85,2008,protein-ligand,,kd,14.144014624936311
4529,2p7a,2.3,2008,protein-ligand,6.1,kd,14.053767747088532
4530,3c2r,2.4,2008,protein-ligand,3.11,kd,7.156216638280637
4531,3ce0,2.8,2008,protein-ligand,,kd,14.172185501903007
4532,3dst,1.9,2008,protein-ligand,,kd,20.909595415137904
4533,2jkr,2.98,2008,protein-ligand,,kd,13.978029487462049
4534,3buo,2.6,2008,protein-ligand,,kd,13.943343929474159
4535,2z92,2.3,2008,protein-ligand,,kd,20.94640938826062
4536,3cii,4.41,2008,protein-ligand,,kd,14.038654109278484
4537,2vmd,1.9,2008,protein-ligand,3.02,kd,6.959048573369688
4538,3coy,2.03,2008,protein-ligand,6.02,kd,13.85633255248453
4539,3cfv,2.6,2008,protein-ligand,,kd,13.9208710736221
4540,3ckb,2.3,2008,protein-ligand,2.98,kd,6.868534565828855
4541,3btl,2.9,2008,protein-ligand,,kd,13.729332861723222
4542,2rcn,2.25,2008,protein-ligand,6.0,kd,13.815510557964274
4543,2z97,1.8,2008,protein-ligand,,kd,13.815510557964274
4544,2vmc,1.9,2008,protein-ligand,2.94,kd,6.767993336606978
4545,3cfs,2.4,2008,protein-ligand,,kd,13.72020037815995
4546,2pmk,1.6,2008,protein-ligand,,kd,13.633189001170319
4547,3bim,2.6,2008,protein-ligand,,kd,13.537878821365995
4548,2k2r,,2008,protein-ligand,,kd,6.6453910145146455
4549,3bu6,1.95,2008,protein-ligand,,kd,13.553146293496782
4550,3eeb,2.1,2008,protein-ligand,5.89,kd,13.553146293496782
4551,3buw,1.45,2008,protein-ligand,,kd,13.416734438006907
4552,3e5u,1.83,2008,protein-ligand,5.85,kd,13.479038321343062
4553,2zju,2.58,2008,protein-ligand,,kd,13.372749665112412
4554,3e1r,2.0,2008,protein-ligand,,kd,13.41004544985611
4555,2q88,1.9,2008,protein-ligand,5.8,kd,13.345506928718539
4556,3btc,2.9,2008,protein-ligand,,kd,13.244531011378536
4557,3d1e,1.9,2008,protein-ligand,,kd,13.284882306902103
4558,3eg6,1.72,2008,protein-ligand,,kd,13.284882306902103
4559,2vyt,1.9,2008,protein-ligand,2.74,kd,6.297989707361243
4560,3eml,2.6,2008,protein-ligand,,kd,20.135479172044292
4561,3bzi,2.1,2008,protein-ligand,,kd,13.227723893062155
4562,2pqc,1.6,2008,protein-ligand,5.74,kd,13.227723893062155
4563,3d1f,2.0,2008,protein-ligand,,kd,13.227723893062155
4564,2oz2,1.95,2008,protein-ligand,,kd,13.15799055504748
4565,3bt9,2.75,2008,protein-ligand,,kd,13.147681185388619
4566,3c2f,2.35,2008,protein-ligand,2.0,kd,4.595219855134923
4567,3bxg,1.8,2008,protein-ligand,4.96,kd,11.41943512188289
4568,3bbb,1.3,2008,protein-ligand,7.0,kd,16.11809565095832
4569,2rin,1.8,2008,protein-ligand,4.0,kd,9.210340371976184
4570,3chg,2.8,2008,protein-ligand,,kd,9.190537744680004
4571,2rnw,,2008,protein-ligand,,kd,6.858013187087323
4572,3c39,1.85,2008,protein-ligand,3.96,kd,9.12416267573513
4573,2r6f,3.2,2008,protein-ligand,,kd,18.420680743952367
4574,3c9e,1.8,2008,protein-ligand,,kd,18.420680743952367
4575,3dba,2.57,2008,protein-ligand,,kd,18.420680743952367
4576,2jqi,,2008,protein-ligand,,kd,11.512925464970229
4577,2vpe,1.7,2008,protein-ligand,4.94,kd,11.381897202563824
4578,2vo4,1.75,2008,protein-ligand,4.94,kd,11.364505459851955
4579,2eh8,2.6,2008,protein-ligand,,kd,18.32537056414804
4580,2jb6,2.85,2008,protein-ligand,,kd,18.32537056414804
4581,3cd5,2.39,2008,protein-ligand,7.9,kd,18.181663843481864
4582,2vuk,1.5,2008,protein-ligand,3.9,kd,8.987196820661973
4583,3exh,2.44,2008,protein-ligand,4.88,kd,11.24289832775717
4584,2z6w,0.96,2008,protein-ligand,,kd,18.128011129989545
4585,3ccw,2.1,2008,protein-ligand,7.87,kd,18.12057615150203
4586,3c94,2.7,2008,protein-ligand,,kd,15.810610951210359
4587,3cd7,2.05,2008,protein-ligand,7.84,kd,18.06300629968055
4588,3ds0,1.6,2008,protein-ligand,,kd,11.11414934501286
4589,2vmf,2.1,2008,protein-ligand,5.85,kd,13.479038321343062
4590,3emh,1.37,2008,protein-ligand,,kd,15.781623414337107
4591,2k4i,,2008,protein-ligand,,kd,8.852665927704367
4592,3ck8,2.1,2008,protein-ligand,,kd,8.831903936255937
4593,3e6v,1.72,2008,protein-ligand,,kd,15.732833250167674
4594,3c84,1.94,2008,protein-ligand,7.85,kd,18.08420850733115
4595,3cj2,1.75,2008,protein-ligand,4.85,kd,11.176453228349015
4596,2jk9,1.79,2008,protein-ligand,,kd,15.712630542850155
4597,2pym,1.9,2008,protein-ligand,6.82,kd,15.712630542850155
4598,3dnj,1.15,2008,protein-ligand,,kd,15.712630542850155
4599,3bl2,2.3,2008,protein-ligand,,kd,13.3580857109254
4600,3cyy,2.4,2008,protein-ligand,,kd,10.994131671555062
4601,2rcb,1.62,2008,protein-ligand,6.79,kd,15.629515636139649
4602,2r1x,1.6,2008,protein-ligand,,kd,11.042921835724492
4603,2zpk,1.8,2008,protein-ligand,,kd,17.861064956016943
4604,3cpj,2.35,2008,protein-ligand,,kd,10.876348635898678
4605,2w68,2.5,2008,protein-ligand,,kd,10.92513880006811
4606,2r23,1.65,2008,protein-ligand,3.72,kd,8.568486485803788
4607,2vfk,1.5,2008,protein-ligand,3.71,kd,8.547652398900945
4608,3d9k,2.2,2008,protein-ligand,,kd,10.871071578797833
4609,3f9w,1.6,2008,protein-ligand,,kd,10.871071578797833
4610,3d9o,2.0,2008,protein-ligand,,kd,6.907755278982137
4611,3bze,2.5,2008,protein-ligand,,kd,13.815510557964274
4612,3ds1,1.6,2008,protein-ligand,,kd,13.122363377404328
4613,2k0x,,2008,protein-ligand,,kd,13.073573213234896
4614,3b5j,2.0,2008,protein-ligand,,kd,13.073573213234896
4615,2vpg,1.6,2008,protein-ligand,,kd,13.073573213234896
4616,3f17,1.1,2008,protein-ligand,8.63,kd,19.86460421790889
4617,3bux,1.35,2008,protein-ligand,,kd,12.956848938926756
4618,2qry,2.25,2008,protein-ligand,,kd,19.890356714011308
4619,2reg,1.9,2008,protein-ligand,5.64,kd,12.98260143502917
4620,3bho,1.8,2008,protein-ligand,,kd,12.923512518659164
4621,3btj,2.98,2008,protein-ligand,,kd,12.940041820610373
4622,3c6w,1.75,2008,protein-ligand,,kd,12.940041820610373
4623,2jst,,2008,protein-ligand,,kd,5.9522438339547
4624,3bex,1.51,2008,protein-ligand,5.57,kd,12.822258784953991
4625,3coz,2.0,2008,protein-ligand,5.57,kd,12.822258784953991
4626,3bxf,1.7,2008,protein-ligand,5.54,kd,12.761198528192745
4627,2rio,2.4,2008,protein-ligand,4.69,kd,10.799975657114103
4628,3bra,2.3,2008,protein-ligand,2.7,kd,6.214608098422191
4629,2emt,2.8,2008,protein-ligand,,kd,15.419960928887335
4630,3clp,2.0,2008,protein-ligand,,kd,8.492012892885938
4631,3f3e,1.8,2008,protein-ligand,7.7,kd,17.72753356339242
4632,2k62,,2008,protein-ligand,,kd,10.819778284410283
4633,2qfo,1.68,2008,protein-ligand,,kd,10.819778284410283
4634,3ew2,2.3,2008,protein-ligand,,kd,15.352627808818749
4635,2rny,,2008,protein-ligand,,kd,8.431015495175185
4636,2qv7,2.3,2008,protein-ligand,,kd,8.426438828147774
4637,3f8c,2.2,2008,protein-ligand,7.68,kd,17.678743399222988
4638,3fat,1.9,2008,protein-ligand,7.64,kd,17.596505300986017
4639,3ery,1.95,2008,protein-ligand,5.66,kd,13.027053197600004
4640,3buh,2.3,2008,protein-ligand,3.66,kd,8.421883011611913
4641,3cf1,4.4,2008,protein-ligand,,kd,15.285186528023216
4642,3f8f,2.2,2008,protein-ligand,6.63,kd,15.2594340319208
4643,2z4r,3.05,2008,protein-ligand,,kd,17.545212006598465
4644,2k00,,2008,protein-ligand,,kd,10.637456727616328
4645,3cwk,1.6,2008,protein-ligand,,kd,15.201804919084164
4646,2pyy,2.1,2008,protein-ligand,4.6,kd,10.596634733096073
4647,2r1w,1.7,2008,protein-ligand,,kd,10.596634733096073
4648,3d7k,2.49,2008,protein-ligand,4.6,kd,10.596634733096073
4649,3cda,2.07,2008,protein-ligand,7.58,kd,17.453696897762693
4650,2k46,,2008,protein-ligand,,kd,10.545941618780555
4651,3cd0,2.4,2008,protein-ligand,7.57,kd,17.431139550338617
4652,2v7d,2.5,2008,protein-ligand,,kd,15.162584205930884
4653,3cct,2.12,2008,protein-ligand,7.56,kd,17.412722823552386
4654,2jiu,3.05,2008,protein-ligand,,kd,17.405450064223306
4655,2pyn,1.85,2008,protein-ligand,7.57,kd,17.42742897094208
4656,3b2q,2.1,2008,protein-ligand,4.55,kd,10.48330604778907
4657,3d9p,2.1,2008,protein-ligand,,kd,10.4482147279778
4658,3brn,2.0,2008,protein-ligand,8.7,kd,20.030118656386467
4659,2zbk,3.56,2008,protein-ligand,,kd,13.122363377404328
4660,3c4h,2.1,2008,protein-ligand,5.7,kd,13.122363377404328
4661,3eks,1.8,2008,protein-ligand,,kd,13.122363377404328
4662,2q64,2.5,2008,protein-ligand,8.52,kd,19.624653548278303
4663,3c1n,2.72,2008,protein-ligand,,kd,12.674477553412212
4664,2qtr,1.7,2008,protein-ligand,,kd,12.652359748158593
4665,3bvb,1.3,2008,protein-ligand,5.49,kd,12.652359748158593
4666,3bxe,1.8,2008,protein-ligand,5.48,kd,12.609539750975665
4667,2qic,2.1,2008,protein-ligand,,kd,12.621588089491839
4668,2zkj,2.0,2008,protein-ligand,5.48,kd,12.621588089491839
4669,3d2r,2.03,2008,protein-ligand,,kd,12.621588089491839
4670,2vc9,2.36,2008,protein-ligand,8.44,kd,19.442331991484348
4671,2vpo,1.8,2008,protein-ligand,5.42,kd,12.480509491231935
4672,3bzf,2.5,2008,protein-ligand,4.52,kd,10.41431317630212
